[2026-05-17 00:00:26] greeting | OK | OK
[2026-05-17 15:14:54] starttls | OK | OK
[2026-05-17 15:14:55] tls | OK | OK
[2026-05-17 15:14:55] ehlo2 | OK | OK
[2026-05-17 15:14:55] auth_login | OK | OK
[2026-05-17 15:14:55] auth_user | OK | OK
[2026-05-17 15:14:55] auth_pass | OK | OK
[2026-05-17 15:14:56] mail_from | OK | OK
[2026-05-17 15:14:56] rcpt_to | OK | OK
[2026-05-17 15:14:56] data_cmd | OK | OK
[2026-05-17 15:14:57] data_content | OK | OK
[2026-05-17 17:33:44] greeting | OK | OK
[2026-05-17 17:33:45] ehlo | OK | OK
[2026-05-17 17:33:45] starttls | OK | OK
[2026-05-17 17:33:48] tls | FAIL | FAIL
[2026-05-17 17:33:48] ehlo2 | FAIL | FAIL
[2026-05-17 17:40:33] greeting | OK | OK
[2026-05-17 17:40:33] ehlo | OK | OK
[2026-05-17 17:40:34] starttls | OK | OK
[2026-05-17 17:40:34] tls | OK | OK
[2026-05-17 17:40:34] ehlo2 | OK | OK
[2026-05-17 17:40:34] auth_login | OK | OK
[2026-05-17 17:40:35] auth_user | OK | OK
[2026-05-17 17:40:35] auth_pass | OK | OK
[2026-05-17 17:40:35] mail_from | OK | OK
[2026-05-17 17:40:36] rcpt_to | OK | OK
[2026-05-17 17:40:36] data_cmd | OK | OK
[2026-05-17 17:40:37] data_content | OK | OK
[2026-05-17 19:21:08] greeting | OK | OK
[2026-05-17 19:21:08] ehlo | OK | OK
[2026-05-17 19:21:08] starttls | OK | OK
[2026-05-17 19:21:08] tls | OK | OK
[2026-05-17 19:21:08] ehlo2 | OK | OK
[2026-05-17 19:21:09] auth_login | OK | OK
[2026-05-17 19:21:09] auth_user | OK | OK
[2026-05-17 19:21:09] auth_pass | OK | OK
[2026-05-17 19:21:09] mail_from | OK | OK
[2026-05-17 19:21:09] rcpt_to | OK | OK
[2026-05-17 19:21:10] data_cmd | OK | OK
[2026-05-17 19:21:10] data_content | OK | OK
[2026-05-17 22:41:30] greeting | OK | OK
[2026-05-17 22:41:30] ehlo | OK | OK
[2026-05-17 22:41:30] starttls | OK | OK
[2026-05-17 22:41:31] tls | OK | OK
[2026-05-17 22:41:31] ehlo2 | OK | OK
[2026-05-17 22:41:31] auth_login | OK | OK
[2026-05-17 22:41:31] auth_user | OK | OK
[2026-05-17 22:41:31] auth_pass | OK | OK
[2026-05-17 22:41:32] mail_from | OK | OK
[2026-05-17 22:41:32] rcpt_to | OK | OK
[2026-05-17 22:41:32] data_cmd | OK | OK
[2026-05-17 22:41:33] data_content | OK | OK
[2026-05-17 23:01:45] greeting | OK | OK
[2026-05-17 23:01:45] ehlo | OK | OK
[2026-05-17 23:01:46] starttls | OK | OK
[2026-05-17 23:01:46] tls | OK | OK
[2026-05-17 23:01:46] ehlo2 | OK | OK
[2026-05-17 23:01:46] auth_login | OK | OK
[2026-05-17 23:01:46] auth_user | OK | OK
[2026-05-17 23:01:47] auth_pass | OK | OK
[2026-05-17 23:01:47] mail_from | OK | OK
[2026-05-17 23:01:47] rcpt_to | OK | OK
[2026-05-17 23:01:47] data_cmd | OK | OK
[2026-05-17 23:01:48] data_content | OK | OK
