[2026-05-18 07:15:02] greeting | OK | OK
[2026-05-18 20:26:57] auth_pass | OK | OK
[2026-05-18 20:26:58] mail_from | OK | OK
[2026-05-18 20:26:58] rcpt_to | OK | OK
[2026-05-18 20:26:58] data_cmd | OK | OK
[2026-05-18 20:26:58] data_content | OK | OK
[2026-05-18 20:31:37] greeting | OK | OK
[2026-05-18 20:31:37] ehlo | OK | OK
[2026-05-18 20:31:37] starttls | OK | OK
[2026-05-18 20:31:37] tls | OK | OK
[2026-05-18 20:31:37] ehlo2 | OK | OK
[2026-05-18 20:31:38] auth_login | OK | OK
[2026-05-18 20:31:38] auth_user | OK | OK
[2026-05-18 20:31:38] auth_pass | OK | OK
[2026-05-18 20:31:38] mail_from | OK | OK
[2026-05-18 20:31:38] rcpt_to | OK | OK
[2026-05-18 20:31:38] data_cmd | OK | OK
[2026-05-18 20:31:39] data_content | OK | OK
[2026-05-18 20:31:49] greeting | OK | OK
[2026-05-18 20:31:49] ehlo | OK | OK
[2026-05-18 20:31:49] starttls | OK | OK
[2026-05-18 20:31:50] tls | OK | OK
[2026-05-18 20:31:50] ehlo2 | OK | OK
[2026-05-18 20:31:50] auth_login | OK | OK
[2026-05-18 20:31:50] auth_user | OK | OK
[2026-05-18 20:31:50] auth_pass | OK | OK
[2026-05-18 20:31:50] mail_from | OK | OK
[2026-05-18 20:31:50] rcpt_to | OK | OK
[2026-05-18 20:31:51] data_cmd | OK | OK
[2026-05-18 20:31:51] data_content | OK | OK
[2026-05-18 20:32:05] greeting | OK | OK
[2026-05-18 20:32:05] ehlo | OK | OK
[2026-05-18 20:32:05] starttls | OK | OK
[2026-05-18 20:32:05] tls | OK | OK
[2026-05-18 20:32:05] ehlo2 | OK | OK
[2026-05-18 20:32:05] auth_login | OK | OK
[2026-05-18 20:32:06] auth_user | OK | OK
[2026-05-18 20:32:06] auth_pass | OK | OK
[2026-05-18 20:32:06] mail_from | OK | OK
[2026-05-18 20:32:06] rcpt_to | OK | OK
[2026-05-18 20:32:06] data_cmd | OK | OK
[2026-05-18 20:32:07] data_content | OK | OK
[2026-05-18 21:58:59] greeting | OK | OK
[2026-05-18 21:58:59] ehlo | OK | OK
[2026-05-18 21:58:59] starttls | OK | OK
[2026-05-18 21:59:00] tls | OK | OK
[2026-05-18 21:59:00] ehlo2 | OK | OK
[2026-05-18 21:59:00] auth_login | OK | OK
[2026-05-18 21:59:00] auth_user | OK | OK
[2026-05-18 21:59:00] auth_pass | OK | OK
[2026-05-18 21:59:01] mail_from | OK | OK
[2026-05-18 21:59:01] rcpt_to | OK | OK
[2026-05-18 21:59:01] data_cmd | OK | OK
[2026-05-18 21:59:02] data_content | OK | OK
[2026-05-18 22:08:50] greeting | OK | OK
[2026-05-18 22:08:50] ehlo | OK | OK
[2026-05-18 22:08:51] starttls | OK | OK
[2026-05-18 22:08:51] tls | OK | OK
[2026-05-18 22:08:51] ehlo2 | OK | OK
[2026-05-18 22:08:51] auth_login | OK | OK
[2026-05-18 22:08:51] auth_user | OK | OK
[2026-05-18 22:08:52] auth_pass | OK | OK
[2026-05-18 22:08:52] mail_from | OK | OK
[2026-05-18 22:08:52] rcpt_to | OK | OK
[2026-05-18 22:08:52] data_cmd | OK | OK
[2026-05-18 22:08:53] data_content | OK | OK
